strain,date,state,county,country
5201-W73713,4/2/2020,WA,King,USA
5203-H90396,4/1/2020,WA,King,USA
5205-H90297,4/2/2020,WA,King,USA
5231-H11785,4/9/2020,no container ID,no container ID,USA
524-H62246,3/12/2020,WA,King,USA
5251-H12723,4/9/2020,no container ID,no container ID,USA
5255-W84660,4/8/2020,no container ID,no container ID,USA
5358-X82516,4/4/2020,WA,King,USA
5359-X82961,4/5/2020,WA,King,USA
5361-X84169,4/5/2020,WA,King,USA
5364-X83618,4/5/2020,WA,King,USA
5369-X83477,4/5/2020,WA,King,USA
5371-X84227,4/5/2020,WA,King,USA
5382-X82996,4/5/2020,WA,King,USA
5388-X83973,4/5/2020,WA,King,USA
5397-X85236,4/5/2020,WA,Snohomish,USA
5400-X84279,4/5/2020,WA,Pierce,USA
5403-H81645,3/25/2020,WA,King,USA
5428-H82244,3/26/2020,WA,Snohomish,USA
5429-H76473,3/26/2020,WA,King,USA
5455-W64062,3/24/2020,WA,King,USA
5595-W81212,4/7/2020,CT,Fairfield,USA
5596-W81011,4/7/2020,CT,Fairfield,USA
5599-W81156,4/7/2020,CT,Fairfield,USA
5606-W80777,4/8/2020,WA,King,USA
5617-W83916,4/8/2020,WA,King,USA
5620-W83805,4/8/2020,no container ID,no container ID,USA
5622-W84731,4/8/2020,no container ID,no container ID,USA
5629-W83850,4/8/2020,WA,King,USA
5670-H18089,4/9/2020,WA,King,USA
5687-H17106,4/9/2020,no container ID,no container ID,USA
5714-M92017,4/6/2020,WA,Snohomish,USA
5717-T11249,4/6/2020,WA,Snohomish,USA
5731-T11555,4/6/2020,WA,Grays Harbor,USA
5732-T11396,4/6/2020,WA,King,USA
5737-T11243,4/6/2020,WA,King,USA
5738-T12085,4/6/2020,WA,Pierce,USA
5746-T13293,4/7/2020,WA,King,USA
5747-T13692,4/7/2020,WA,King,USA
5749-T15241,4/4/2020,CT,Fairfield,USA
5750-M10124,4/6/2020,WA,Pierce,USA
5754-T15344,4/5/2020,CT,Fairfield,USA
5756-T13406,4/7/2020,WA,King,USA
5763-T15444,4/5/2020,CT,Fairfield,USA
5764-T14956,4/5/2020,CT,Fairfield,USA
5765-T15163,4/6/2020,CT,Fairfield,USA
5770-T15423,4/4/2020,CT,Fairfield,USA
5772-T14740,4/4/2020,CT,Fairfield,USA
5773-T14602,4/4/2020,CT,Fairfield,USA
5775-T14138,4/4/2020,CT,Fairfield,USA
5776-T14628,4/7/2020,WA,King,USA
5780-M10177,4/6/2020,WA,Pierce,USA
5781-M10168,4/6/2020,WA,Pierce,USA
5812-T88040,3/31/2020,WA,King,USA
5847-T88421,3/31/2020,WA,King,USA
5860-T90452,3/31/2020,WA,King,USA
5879-T20001,4/7/2020,WA,Pierce,USA
5884-T19989,4/7/2020,WA,Pierce,USA
5888-T18554,4/5/2020,ID,Twin Falls,USA
5911-T15996,4/7/2020,WA,Chelan,USA
5932-T17068,4/7/2020,WA,King,USA
5947-T19218,4/7/2020,WA,Skagit,USA
6162-W71077,4/1/2020,WA,King,USA
6164-W75256,4/1/2020,WA,King,USA
6170-W75912,4/1/2020,WA,King,USA
6178-W73912,4/1/2020,WA,King,USA
6179-W70896,4/1/2020,WA,King,USA
6181-W74380,4/1/2020,WA,King,USA
6183-W75595,4/1/2020,WA,King,USA
6184-W75432,4/1/2020,WA,King,USA
6185-W75027,4/1/2020,WA,King,USA
6186-W75531,4/1/2020,WA,King,USA
6187-W75054,4/1/2020,WA,King,USA
6190-W73756,4/1/2020,WA,King,USA
6204-W74317,4/1/2020,WA,Snohomish,USA
6211-W76536,4/1/2020,WA,Pierce,USA
6213-W73545,4/1/2020,WA,Snohomish,USA
6219-W76605,4/1/2020,WA,Pierce,USA
6222-H88115,4/1/2020,ID,Ada,USA
6238-W76699,4/1/2020,WA,King,USA
6240-W76322,4/1/2020,WA,King,USA
6241-W76334,4/1/2020,WA,King,USA
6242-H87868,4/2/2020,WA,King,USA
6243-H88791,4/2/2020,WA,King,USA
6244-H87897,4/2/2020,WA,King,USA
6245-H89103,4/1/2020,CT,Fairfield,USA
6251-H89794,4/1/2020,CT,Fairfield,USA
6259-H90039,4/1/2020,CT,Fairfield,USA
6270-H89460,4/1/2020,CT,Fairfield,USA
6271-H89383,4/1/2020,CT,Fairfield,USA
6273-H89296,4/1/2020,CT,Fairfield,USA
6274-H89423,4/1/2020,CT,Fairfield,USA
6288-H89625,4/1/2020,CT,Fairfield,USA
6302-H90797,4/2/2020,WA,Skagit,USA
6314-H90709,4/1/2020,CT,Fairfield,USA
6315-H91720,4/2/2020,WA,King,USA
6321-H89914,4/2/2020,WA,King,USA
6327-H91490,4/2/2020,WA,Snohomish,USA
6331-W76729,4/1/2020,WA,Snohomish,USA
6335-H92829,4/2/2020,WA,Pierce,USA
6339-H92732,4/2/2020,WA,Pierce,USA
6343-H92865,4/2/2020,WA,Pierce,USA
6348-F18169,4/1/2020,ID,Ada,USA
6349-F17926,4/1/2020,ID,Ada,USA
6350-F17880,4/1/2020,ID,Ada,USA
6351-H92719,4/2/2020,WA,Pierce,USA
6353-H92714,4/2/2020,WA,Pierce,USA
6356-F15620,4/3/2020,WA,King,USA
6361-F18317,4/1/2020,CT,Fairfield,USA
6362-F18085,4/2/2020,CT,Fairfield,USA
6365-F17786,4/1/2020,ID,Ada,USA
6367-F19093,4/1/2020,ID,Ada,USA
6369-F18838,4/1/2020,CT,Fairfield,USA
6377-F18089,4/2/2020,ID,Ada,USA
6379-F18486,4/1/2020,CT,Fairfield,USA
6380-F17628,4/1/2020,CT,Fairfield,USA
6383-F19607,4/1/2020,ID,Ada,USA
6385-F18337,4/1/2020,CT,Fairfield,USA
6389-F19503,4/3/2020,WA,King,USA
6399-F19382,4/3/2020,WA,King,USA
6400-F21440,4/3/2020,WA,King,USA
6403-F21329,4/3/2020,WA,Snohomish,USA
6404-F21363,4/3/2020,WA,King,USA
6406-F21437,4/3/2020,WA,King,USA
6408-F21353,4/3/2020,WA,King,USA
6410-F21315,4/3/2020,WA,King,USA
6413-F21394,4/3/2020,WA,King,USA
6417-F18055,4/3/2020,WA,King,USA
6424-F20253,4/3/2020,WA,Snohomish,USA
6438-F21380,4/3/2020,WA,Snohomish,USA
6439-F18736,4/3/2020,WA,King,USA
6441-F18720,4/3/2020,WA,King,USA
6442-F21375,4/3/2020,WA,Snohomish,USA
6446-F20163,4/2/2020,ID,Ada,USA
6448-F20215,4/2/2020,ID,Ada,USA
6453-S27551,4/2/2020,ID,Ada,USA
6454-S27669,4/3/2020,ID,Ada,USA
6455-S27570,4/2/2020,ID,Twin Falls,USA
6457-S28374,4/3/2020,ID,Twin Falls,USA
6461-S28854,4/2/2020,ID,Ada,USA
6463-S28064,4/2/2020,ID,Ada,USA
6464-S28336,4/2/2020,ID,Ada,USA
6466-S29433,4/2/2020,ID,Twin Falls,USA
6467-S29442,4/2/2020,ID,Twin Falls,USA
6468-S28997,4/2/2020,ID,Ada,USA
6469-S28855,4/2/2020,ID,Ada,USA
6470-S28162,4/2/2020,ID,Twin Falls,USA
6472-S28476,4/2/2020,ID,Ada,USA
6473-S29341,4/2/2020,ID,Twin Falls,USA
6478-X83256,4/5/2020,WA,King,USA
6480-F22226,4/3/2020,WA,Pierce,USA
6481-F22291,4/3/2020,WA,Pierce,USA
6483-S30863,4/4/2020,WA,Snohomish,USA
6484-X84689,4/5/2020,WA,Skagit,USA
6485-X84628,4/5/2020,WA,Skagit,USA
6486-X83589,4/4/2020,WA,Kitsap,USA
6496-F22301,4/3/2020,WA,Pierce,USA
6497-F22248,4/3/2020,WA,Pierce,USA
650-F78537,3/13/2020,CT,Fairfield,USA
6501-F22249,4/3/2020,WA,Pierce,USA
6502-F22261,4/3/2020,WA,Pierce,USA
6504-X83603,4/5/2020,WA,King,USA
6507-S30866,4/4/2020,WA,Snohomish,USA
6511-S30727,4/4/2020,WA,Pierce,USA
6514-S30721,4/4/2020,WA,Pierce,USA
6516-S30853,4/4/2020,WA,Pierce,USA
6520-S30803,4/4/2020,WA,Pierce,USA
6525-S30820,4/4/2020,WA,Pierce,USA
6526-X84203,4/5/2020,WA,Chelan,USA
6527-X84299,4/5/2020,WA,Chelan,USA
6528-X83882,4/5/2020,WA,Chelan,USA
6535-S30782,4/4/2020,WA,Pierce,USA
6543-S30768,4/4/2020,WA,Pierce,USA
6546-S30833,4/4/2020,WA,Pierce,USA
6547-S30754,4/4/2020,WA,Pierce,USA
6548-S30825,4/4/2020,WA,Pierce,USA
6550-F22521,4/3/2020,WA,Spokane,USA
6559-X85636,4/5/2020,WA,Pierce,USA
6560-X85632,4/5/2020,WA,Pierce,USA
6562-X85660,4/5/2020,WA,Pierce,USA
6563-M90219,4/2/2020,CT,Fairfield,USA
6564-M90968,4/2/2020,CT,Fairfield,USA
6565-M89954,4/2/2020,CT,Fairfield,USA
6566-M91079,4/3/2020,CT,Fairfield,USA
6568-M90825,4/2/2020,CT,Fairfield,USA
6569-M90660,4/2/2020,CT,Fairfield,USA
6571-M91189,4/3/2020,CT,Fairfield,USA
6572-M90777,4/3/2020,CT,Fairfield,USA
6573-M90131,4/2/2020,CT,Fairfield,USA
6574-M89802,4/3/2020,CT,Fairfield,USA
6576-M90128,4/2/2020,CT,Fairfield,USA
6577-M89995,4/2/2020,CT,Fairfield,USA
6582-M90016,4/2/2020,CT,Fairfield,USA
6585-X85709,4/5/2020,WA,Pierce,USA
6586-M90054,4/2/2020,CT,Fairfield,USA
6587-M89818,4/3/2020,CT,Fairfield,USA
6589-X85666,4/5/2020,WA,Pierce,USA
6590-M89701,4/3/2020,CT,Fairfield,USA
6591-X85697,4/5/2020,WA,Pierce,USA
6592-M89869,4/3/2020,CT,Fairfield,USA
6594-M90178,4/2/2020,CT,Fairfield,USA
6596-M89433,4/6/2020,WA,Pierce,USA
6601-X85698,4/5/2020,WA,Pierce,USA
6603-M89747,4/3/2020,CT,Fairfield,USA
6605-X85701,4/5/2020,WA,Pierce,USA
6615-H17425,4/9/2020,WA,Snohomish,USA
6663-S35237,4/11/2020,WA,King,USA
6671-S35278,4/11/2020,WA,Snohomish,USA
6684-S33698,4/9/2020,CT,Fairfield,USA
6688-S36528,4/11/2020,WA,King,USA
6691-S33886,4/10/2020,CT,Fairfield,USA
6692-S34136,4/9/2020,CT,Fairfield,USA
6698-S36523,4/11/2020,WA,King,USA
6701-S33695,4/11/2020,WA,King,USA
6706-S36543,4/11/2020,WA,King,USA
6709-S33796,4/10/2020,CT,Fairfield,USA
6716-S36507,4/11/2020,WA,King,USA
6718-S35052,4/11/2020,WA,King,USA
6722-S31941,4/11/2020,WA,King,USA
6750-F31221,4/10/2020,WA,King,USA
6758-F26928,4/9/2020,CT,Fairfield,USA
6762-F25323,4/10/2020,WA,King,USA
6765-F29911,4/10/2020,WA,King,USA
6767-F29717,4/10/2020,WA,King,USA
6780-F27494,4/9/2020,CT,Fairfield,USA
6790-F27854,4/8/2020,CT,Fairfield,USA
6806-F27375,4/10/2020,WA,King,USA
6807-F27569,4/9/2020,CT,Fairfield,USA
6817-F27171,4/10/2020,WA,King,USA
6818-F28855,4/9/2020,WA,King,USA
6820-F29886,4/10/2020,WA,King,USA
6822-F29150,4/10/2020,WA,King,USA
6971-M84036,3/30/2020,WA,King,USA
6976-M85626,3/30/2020,WA,Skagit,USA
6980-M85614,3/30/2020,WA,Pierce,USA
6985-M85629,3/30/2020,WA,Skagit,USA
6990-M83003,3/30/2020,WA,King,USA
7006-M94105,4/6/2020,WA,King,USA
7007-M94108,4/6/2020,WA,King,USA
7011-M92575,4/6/2020,WA,King,USA
7012-M93059,4/6/2020,WA,King,USA
7013-M94280,4/6/2020,WA,King,USA
7016-M94410,4/6/2020,WA,King,USA
7022-M94136,4/6/2020,WA,King,USA
7040-M94341,4/6/2020,WA,Snohomish,USA
7070-M10274,4/6/2020,CT,Fairfield,USA
7093-X90165,4/12/2020,WA,Snohomish,USA
7106-X87640,4/12/2020,WA,King,USA
7115-X88714,4/12/2020,WA,King,USA
7128-S36710,4/11/2020,WA,Pierce,USA
7142-X87759,4/12/2020,WA,King,USA
7158-S36216,4/11/2020,WA,King,USA
7160-X87788,4/11/2020,WA,King,USA
7164-S36778,4/11/2020,WA,Pierce,USA
7166-M12960,4/13/2020,WA,King,USA
7167-M15139,4/13/2020,no container ID,no container ID,USA
7178-W79924,4/13/2020,WA,King,USA
7187-M17243,4/13/2020,no container ID,no container ID,USA
7188-M17359,4/13/2020,WA,King,USA
7196-M17335,4/13/2020,no container ID,no container ID,USA
7204-M17680,4/13/2020,no container ID,no container ID,USA
7214-M17849,4/13/2020,no container ID,no container ID,USA
7220-M18405,4/13/2020,no container ID,no container ID,USA
7227-M16900,4/13/2020,no container ID,no container ID,USA
7228-M17266,4/13/2020,no container ID,no container ID,USA
7230-M17390,4/13/2020,no container ID,no container ID,USA
7231-M18440,4/13/2020,no container ID,no container ID,USA
7235-X90429,4/12/2020,WA,King,USA
7236-F30946,4/10/2020,WA,King,USA
7237-M16846,4/13/2020,WA,King,USA
7242-T15053,4/7/2020,WA,King,USA
7257-T15181,4/5/2020,CT,Fairfield,USA
7260-T15308,4/6/2020,CT,Fairfield,USA
7265-T15445,4/5/2020,CT,Fairfield,USA
7266-T15454,4/4/2020,CT,Fairfield,USA
7270-T15558,4/4/2020,CT,Fairfield,USA
7281-T16232,4/4/2020,CT,Fairfield,USA
7283-T16321,4/4/2020,ID,Ada,USA
7285-T16412,4/4/2020,CT,Fairfield,USA
7290-T16756,4/4/2020,CT,Fairfield,USA
7291-T16938,4/4/2020,ID,Ada,USA
7306-T17495,4/4/2020,ID,Twin Falls,USA
7308-T18532,4/4/2020,ID,Ada,USA
7399-T21388,4/14/2020,WA,King,USA
7417-T23255,4/14/2020,no container ID,no container ID,USA
7424-T24252,4/14/2020,no container ID,no container ID,USA
7428-T27848,4/14/2020,no container ID,no container ID,USA
7434-T25369,4/14/2020,no container ID,no container ID,USA
7435-T25663,4/14/2020,no container ID,no container ID,USA
7449-T28188,4/14/2020,no container ID,no container ID,USA
7455-W87675,4/15/2020,no container ID,no container ID,USA
7473-T26669,4/14/2020,no container ID,no container ID,USA
7670-S40755,4/17/2020,WA,King,USA
7675-S39888,4/18/2020,WA,King,USA
7677-S40549,4/18/2020,WA,King,USA
7745-M20657,4/19/2020,WA,King,USA
7756-M21604,4/20/2020,no container ID,no container ID,USA
7763-X14266,4/20/2020,WA,King,USA
7764-X14270,4/20/2020,WA,King,USA
7770-M23604,4/20/2020,no container ID,no container ID,USA
7776-M26145,4/19/2020,WA,King,USA
7777-M26345,4/19/2020,WA,King,USA
7781-M26557,4/20/2020,no container ID,no container ID,USA
7794-M27332,4/20/2020,no container ID,no container ID,USA
7882-T32447,4/21/2020,WA,King,USA
8008-H33061,4/23/2020,WA,King,USA
8012-H30233,4/23/2020,WA,King,USA
8046-F45160,4/24/2020,WA,King,USA
8065-F46422,4/24/2020,WA,King,USA
808-S93838,3/14/2020,WA,King,USA
811-X68302,3/15/2020,WA,King,USA
8146-S45383,4/25/2020,WA,King,USA
8150-S45944,4/25/2020,WA,King,USA
8158-S46276,4/25/2020,WA,King,USA
8165-S46914,4/25/2020,WA,King,USA
8317-M34217,4/27/2020,WA,King,USA
8330-M36072,4/27/2020,WA,King,USA
8370-T51858,4/28/2020,WA,Pierce,USA
8418-F61468,5/1/2020,WA,King,USA
8421-F51456,5/1/2020,WA,King,USA
8422-F60381,5/1/2020,WA,King,USA
8423-F60087,5/1/2020,WA,King,USA
8431-F51461,5/1/2020,WA,King,USA
8437-H49178,4/30/2020,WA,Pierce,USA
8510-M45753,5/4/2020,WA,King,USA
8511-M44778,5/4/2020,WA,King,USA
8518-M48634,5/4/2020,WA,King,USA
8526-M50136,5/4/2020,WA,King,USA
8527-M49678,5/4/2020,WA,King,USA
8550-T56257,5/5/2020,WA,King,USA
8636-W35030,5/6/2020,WA,King,USA
8638-W37133,5/2/2020,WA,King,USA
8686-W36234,5/6/2020,WA,King,USA
8694-W37510,5/6/2020,WA,King,USA
8698-W36809,5/6/2020,WA,King,USA
8800-T61603,5/7/2020,WA,King,USA
8803-H59185,5/6/2020,WA,King,USA
8813-H52350,5/7/2020,WA,King,USA
8824-F64586,5/7/2020,WA,King,USA
8831-H57717,5/8/2020,WA,King,USA
8845-F72695,5/8/2020,WA,King,USA
8851-F73487,5/8/2020,WA,King,USA
8860-S60393,5/9/2020,WA,King,USA
8872-S62450,5/9/2020,WA,Pierce,USA
8873-S60206,5/9/2020,WA,King,USA
8876-S62974,5/9/2020,WA,King,USA
9014-T70691,5/12/2020,WA,King,USA
9016-T69186,5/12/2020,WA,King,USA
9018-T66695,5/12/2020,WA,King,USA
9032-X30708,5/10/2020,WA,King,USA
9054-M59630,5/11/2020,WA,King,USA
9068-M58360,5/11/2020,WA,King,USA
9069-M60238,5/11/2020,WA,King,USA
9190-S65580,5/15/2020,WA,Yakima,USA
9195-F80026,5/15/2020,WA,Okanogan,USA
9210-H65217,5/14/2020,WA,King,USA
9214-H72318,5/14/2020,WA,King,USA
9227-H73708,5/14/2020,WA,Pierce,USA
9228-H73710,5/14/2020,WA,Pierce,USA
9229-H73769,5/13/2020,WA,King,USA
9230-H73657,5/14/2020,WA,King,USA
9233-F78325,5/15/2020,WA,King,USA
9235-H65151,5/15/2020,WA,King,USA
9244-F84816,5/15/2020,WA,King,USA
9266-F85521,5/15/2020,WA,King,USA
9299-H65890,5/14/2020,WA,King,USA
9301-F86264,5/15/2020,WA,King,USA
9308-F80435,5/15/2020,WA,King,USA
9333-H73862,5/13/2020,WA,King,USA
9338-H73832,5/13/2020,WA,King,USA
9339-H73863,5/13/2020,WA,King,USA
9346-S68175,5/15/2020,OR,Deschutes,USA
9352-S66533,5/16/2020,WA,King,USA
9361-F87016,5/15/2020,WA,Pierce,USA
9362-F86926,5/15/2020,WA,Pierce,USA
9390-S70475,5/16/2020,WA,Pierce,USA
9407-X36266,5/17/2020,WA,King,USA
9422-M68120,5/18/2020,WA,King,USA
9439-M74658,5/18/2020,WA,King,USA
9500-M75983,5/18/2020,WA,King,USA
9504-M74532,5/18/2020,WA,Chelan,USA
9520-M77128,5/18/2020,WA,Pierce,USA
9532-T85758,5/19/2020,WA,Chelan,USA
9533-T85761,5/19/2020,WA,Chelan,USA
9551-T88771,5/19/2020,WA,Pierce,USA
9553-W57223,5/19/2020,WA,Yakima,USA
9568-W61763,5/17/2020,WA,King,USA
9569-W58458,5/20/2020,WA,King,USA
9578-W65570,5/20/2020,WA,King,USA
9579-H67417,5/20/2020,WA,King,USA
9580-W63408,5/20/2020,WA,King,USA
9600-F90274,5/22/2020,WA,King,USA
966-X68766,3/15/2020,WA,Snohomish,USA
970-S11921,3/13/2020,CT,Fairfield,USA
9755-M81935,5/25/2020,WA,Chelan,USA
9798-X43765,5/24/2020,WA,Pierce,USA
9819-T16757,5/26/2020,WA,King,USA
